Time: 08:09:14  Err: 启动服务------8:09:14
Time: 08:55:51  Err: 测试运行------8:55:51
Time: 08:55:56  Err: 测试运行------8:55:56
Time: 08:56:01  Err: 测试运行------8:56:01
Time: 08:56:06  Err: 测试运行------8:56:06
Time: 08:56:11  Err: 测试运行------8:56:11
Time: 08:56:16  Err: 测试运行------8:56:16
Time: 08:56:21  Err: 测试运行------8:56:21
Time: 08:56:26  Err: 测试运行------8:56:26
Time: 08:56:31  Err: 测试运行------8:56:31
Time: 08:56:36  Err: 测试运行------8:56:36
Time: 08:56:41  Err: 测试运行------8:56:41
Time: 08:56:46  Err: 测试运行------8:56:46
Time: 08:56:51  Err: 测试运行------8:56:51
Time: 08:56:56  Err: 测试运行------8:56:56
Time: 08:57:01  Err: 测试运行------8:57:01
Time: 08:57:06  Err: 测试运行------8:57:06
Time: 08:57:11  Err: 测试运行------8:57:11
Time: 08:57:16  Err: 测试运行------8:57:16
Time: 08:57:21  Err: 测试运行------8:57:21
Time: 08:57:26  Err: 测试运行------8:57:26
Time: 08:57:31  Err: 测试运行------8:57:31
Time: 08:57:36  Err: 测试运行------8:57:36
Time: 08:57:41  Err: 测试运行------8:57:41
Time: 08:57:46  Err: 测试运行------8:57:46
Time: 08:57:51  Err: 测试运行------8:57:51
Time: 08:57:56  Err: 测试运行------8:57:56
Time: 08:58:01  Err: 测试运行------8:58:01
Time: 08:58:06  Err: 测试运行------8:58:06
Time: 08:58:11  Err: 测试运行------8:58:11
Time: 08:58:16  Err: 测试运行------8:58:16
Time: 08:58:21  Err: 测试运行------8:58:21
Time: 08:58:26  Err: 测试运行------8:58:26
Time: 08:58:31  Err: 测试运行------8:58:31
Time: 08:58:36  Err: 测试运行------8:58:36
Time: 08:58:41  Err: 测试运行------8:58:41
Time: 08:58:46  Err: 测试运行------8:58:46
Time: 08:58:51  Err: 测试运行------8:58:51
Time: 08:58:56  Err: 测试运行------8:58:56
Time: 08:59:01  Err: 测试运行------8:59:01
Time: 08:59:06  Err: 测试运行------8:59:06
Time: 08:59:11  Err: 测试运行------8:59:11
Time: 08:59:16  Err: 测试运行------8:59:16
Time: 08:59:21  Err: 测试运行------8:59:21
Time: 08:59:26  Err: 测试运行------8:59:26
Time: 08:59:31  Err: 测试运行------8:59:31
Time: 08:59:36  Err: 测试运行------8:59:36
Time: 08:59:41  Err: 测试运行------8:59:41
Time: 08:59:46  Err: 测试运行------8:59:46
Time: 08:59:51  Err: 测试运行------8:59:51
Time: 08:59:56  Err: 测试运行------8:59:56
Time: 09:00:01  Err: 测试运行------9:00:01
Time: 09:00:06  Err: 测试运行------9:00:06
Time: 09:00:11  Err: 测试运行------9:00:11
Time: 09:00:16  Err: 测试运行------9:00:16
Time: 09:00:21  Err: 测试运行------9:00:21
Time: 09:00:26  Err: 测试运行------9:00:26
Time: 09:00:31  Err: 测试运行------9:00:31
Time: 09:00:36  Err: 测试运行------9:00:36
Time: 09:00:41  Err: 测试运行------9:00:41
Time: 09:00:46  Err: 测试运行------9:00:46
Time: 09:00:51  Err: 测试运行------9:00:51
Time: 09:00:56  Err: 测试运行------9:00:56
Time: 09:01:01  Err: 测试运行------9:01:01
Time: 09:01:06  Err: 测试运行------9:01:06
Time: 09:01:11  Err: 测试运行------9:01:11
Time: 09:01:16  Err: 测试运行------9:01:16
Time: 09:01:21  Err: 测试运行------9:01:21
Time: 09:01:26  Err: 测试运行------9:01:26
Time: 09:01:31  Err: 测试运行------9:01:31
Time: 09:01:36  Err: 测试运行------9:01:36
Time: 09:01:41  Err: 测试运行------9:01:41
Time: 09:01:46  Err: 测试运行------9:01:46
Time: 09:01:51  Err: 测试运行------9:01:51
Time: 09:01:56  Err: 测试运行------9:01:56
Time: 09:02:01  Err: 测试运行------9:02:01
Time: 09:02:06  Err: 测试运行------9:02:06
Time: 09:02:11  Err: 测试运行------9:02:11
Time: 09:02:16  Err: 测试运行------9:02:16
Time: 09:02:21  Err: 测试运行------9:02:21
Time: 09:02:26  Err: 测试运行------9:02:26
Time: 09:02:31  Err: 测试运行------9:02:31
Time: 09:02:36  Err: 测试运行------9:02:36
Time: 09:02:41  Err: 测试运行------9:02:41
Time: 09:02:46  Err: 测试运行------9:02:46
Time: 09:02:51  Err: 测试运行------9:02:51
Time: 09:02:56  Err: 测试运行------9:02:56
Time: 09:03:01  Err: 测试运行------9:03:01
Time: 09:03:06  Err: 测试运行------9:03:06
Time: 09:03:11  Err: 测试运行------9:03:11
Time: 09:03:16  Err: 测试运行------9:03:16
Time: 09:03:21  Err: 测试运行------9:03:21
Time: 09:03:26  Err: 测试运行------9:03:26
Time: 09:03:31  Err: 测试运行------9:03:31
Time: 09:03:36  Err: 测试运行------9:03:36
Time: 09:03:41  Err: 测试运行------9:03:41
Time: 09:03:46  Err: 测试运行------9:03:46
Time: 09:03:51  Err: 测试运行------9:03:51
Time: 09:03:56  Err: 测试运行------9:03:56
Time: 09:04:01  Err: 测试运行------9:04:01
Time: 09:04:06  Err: 测试运行------9:04:06
Time: 09:04:11  Err: 测试运行------9:04:11
Time: 09:04:16  Err: 测试运行------9:04:16
Time: 09:04:21  Err: 测试运行------9:04:21
Time: 09:04:26  Err: 测试运行------9:04:26
Time: 09:04:31  Err: 测试运行------9:04:31
Time: 09:04:36  Err: 测试运行------9:04:36
Time: 09:04:41  Err: 测试运行------9:04:41
Time: 09:04:46  Err: 测试运行------9:04:46
Time: 09:04:51  Err: 测试运行------9:04:51
Time: 09:04:56  Err: 测试运行------9:04:56
Time: 09:05:01  Err: 测试运行------9:05:01
Time: 09:05:06  Err: 测试运行------9:05:06
Time: 09:05:11  Err: 测试运行------9:05:11
Time: 09:05:16  Err: 测试运行------9:05:16
Time: 09:05:21  Err: 测试运行------9:05:21
Time: 09:05:26  Err: 测试运行------9:05:26
Time: 09:05:31  Err: 测试运行------9:05:31
Time: 09:05:36  Err: 测试运行------9:05:36
Time: 09:05:41  Err: 测试运行------9:05:41
Time: 09:05:46  Err: 测试运行------9:05:46
Time: 09:05:51  Err: 测试运行------9:05:51
Time: 09:05:56  Err: 测试运行------9:05:56
Time: 09:06:01  Err: 测试运行------9:06:01
Time: 09:06:06  Err: 测试运行------9:06:06
Time: 09:06:11  Err: 测试运行------9:06:11
Time: 09:06:16  Err: 测试运行------9:06:16
Time: 09:06:21  Err: 测试运行------9:06:21
Time: 09:06:26  Err: 测试运行------9:06:26
Time: 09:06:31  Err: 测试运行------9:06:31
Time: 09:06:36  Err: 测试运行------9:06:36
Time: 09:06:41  Err: 测试运行------9:06:41
Time: 09:06:46  Err: 测试运行------9:06:46
Time: 09:06:51  Err: 测试运行------9:06:51
Time: 09:06:56  Err: 测试运行------9:06:56
Time: 09:07:01  Err: 测试运行------9:07:01
Time: 09:07:06  Err: 测试运行------9:07:06
Time: 09:07:11  Err: 测试运行------9:07:11
Time: 09:07:16  Err: 测试运行------9:07:16
Time: 09:07:21  Err: 测试运行------9:07:21
Time: 09:07:26  Err: 测试运行------9:07:26
Time: 09:07:31  Err: 测试运行------9:07:31
Time: 09:07:36  Err: 测试运行------9:07:36
Time: 09:07:41  Err: 测试运行------9:07:41
Time: 09:07:46  Err: 测试运行------9:07:46
Time: 09:07:51  Err: 测试运行------9:07:51
Time: 09:07:56  Err: 测试运行------9:07:56
Time: 09:08:01  Err: 测试运行------9:08:01
Time: 09:08:06  Err: 测试运行------9:08:06
Time: 09:08:11  Err: 测试运行------9:08:11
Time: 09:08:16  Err: 测试运行------9:08:16
Time: 09:08:21  Err: 测试运行------9:08:21
Time: 09:08:26  Err: 测试运行------9:08:26
Time: 09:08:31  Err: 测试运行------9:08:31
Time: 09:08:36  Err: 测试运行------9:08:36
Time: 09:08:41  Err: 测试运行------9:08:41
Time: 09:08:46  Err: 测试运行------9:08:46
Time: 09:08:51  Err: 测试运行------9:08:51
Time: 09:08:56  Err: 测试运行------9:08:56
Time: 09:09:01  Err: 测试运行------9:09:01
Time: 09:09:06  Err: 测试运行------9:09:06
Time: 09:09:11  Err: 测试运行------9:09:11
Time: 09:09:16  Err: 测试运行------9:09:16
Time: 09:09:21  Err: 测试运行------9:09:21
Time: 09:09:26  Err: 测试运行------9:09:26
Time: 09:09:31  Err: 测试运行------9:09:31
Time: 09:09:36  Err: 测试运行------9:09:36
Time: 09:09:41  Err: 测试运行------9:09:41
Time: 09:09:46  Err: 测试运行------9:09:46
Time: 09:09:51  Err: 测试运行------9:09:51
Time: 09:09:56  Err: 测试运行------9:09:56
Time: 09:10:01  Err: 测试运行------9:10:01
Time: 09:10:06  Err: 测试运行------9:10:06
Time: 09:10:11  Err: 测试运行------9:10:11
Time: 09:10:16  Err: 测试运行------9:10:16
Time: 09:10:21  Err: 测试运行------9:10:21
Time: 09:10:26  Err: 测试运行------9:10:26
Time: 09:10:31  Err: 测试运行------9:10:31
Time: 09:10:36  Err: 测试运行------9:10:36
Time: 09:10:41  Err: 测试运行------9:10:41
Time: 09:10:46  Err: 测试运行------9:10:46
Time: 09:10:51  Err: 测试运行------9:10:51
Time: 09:10:56  Err: 测试运行------9:10:56
Time: 09:11:01  Err: 测试运行------9:11:01
Time: 09:11:06  Err: 测试运行------9:11:06
Time: 09:11:11  Err: 测试运行------9:11:11
Time: 09:11:16  Err: 测试运行------9:11:16
Time: 09:11:21  Err: 测试运行------9:11:21
Time: 09:11:26  Err: 测试运行------9:11:26
Time: 09:11:31  Err: 测试运行------9:11:31
Time: 09:11:37  Err: 测试运行------9:11:37
Time: 09:11:42  Err: 测试运行------9:11:42
Time: 09:11:47  Err: 测试运行------9:11:47
Time: 09:11:52  Err: 测试运行------9:11:52
Time: 09:11:57  Err: 测试运行------9:11:57
Time: 09:12:02  Err: 测试运行------9:12:02
Time: 09:12:07  Err: 测试运行------9:12:07
Time: 09:12:12  Err: 测试运行------9:12:12
Time: 09:12:17  Err: 测试运行------9:12:17
Time: 09:12:22  Err: 测试运行------9:12:22
Time: 09:12:27  Err: 测试运行------9:12:27
Time: 09:12:32  Err: 测试运行------9:12:32
Time: 09:12:37  Err: 测试运行------9:12:37
Time: 09:12:42  Err: 测试运行------9:12:42
Time: 09:12:47  Err: 测试运行------9:12:47
Time: 09:12:52  Err: 测试运行------9:12:52
Time: 09:12:57  Err: 测试运行------9:12:57
Time: 09:13:02  Err: 测试运行------9:13:02
Time: 09:13:07  Err: 测试运行------9:13:07
Time: 09:13:12  Err: 测试运行------9:13:12
Time: 09:13:17  Err: 测试运行------9:13:17
Time: 09:13:22  Err: 测试运行------9:13:22
Time: 09:13:27  Err: 测试运行------9:13:27
Time: 09:13:32  Err: 测试运行------9:13:32
Time: 09:13:37  Err: 测试运行------9:13:37
Time: 09:13:42  Err: 测试运行------9:13:42
Time: 09:13:47  Err: 测试运行------9:13:47
Time: 09:13:52  Err: 测试运行------9:13:52
Time: 09:13:57  Err: 测试运行------9:13:57
Time: 09:14:02  Err: 测试运行------9:14:02
Time: 09:14:07  Err: 测试运行------9:14:07
Time: 09:14:12  Err: 测试运行------9:14:12
Time: 09:14:17  Err: 测试运行------9:14:17
Time: 09:14:22  Err: 测试运行------9:14:22
Time: 09:14:27  Err: 测试运行------9:14:27
Time: 09:14:32  Err: 测试运行------9:14:32
Time: 09:14:37  Err: 测试运行------9:14:37
Time: 09:14:42  Err: 测试运行------9:14:42
Time: 09:14:47  Err: 测试运行------9:14:47
Time: 09:14:52  Err: 测试运行------9:14:52
Time: 09:14:57  Err: 测试运行------9:14:57
Time: 09:15:02  Err: 测试运行------9:15:02
Time: 09:15:07  Err: 测试运行------9:15:07
Time: 09:15:12  Err: 测试运行------9:15:12
Time: 09:15:17  Err: 测试运行------9:15:17
Time: 09:15:22  Err: 测试运行------9:15:22
Time: 09:15:27  Err: 测试运行------9:15:27
Time: 09:15:32  Err: 测试运行------9:15:32
Time: 09:15:37  Err: 测试运行------9:15:37
Time: 09:15:42  Err: 测试运行------9:15:42
Time: 09:15:47  Err: 测试运行------9:15:47
Time: 09:15:52  Err: 测试运行------9:15:52
Time: 09:15:57  Err: 测试运行------9:15:57
Time: 09:16:02  Err: 测试运行------9:16:02
Time: 09:16:07  Err: 测试运行------9:16:07
Time: 09:16:12  Err: 测试运行------9:16:12
Time: 09:16:17  Err: 测试运行------9:16:17
Time: 09:16:22  Err: 测试运行------9:16:22
Time: 09:16:27  Err: 测试运行------9:16:27
Time: 09:16:32  Err: 测试运行------9:16:32
Time: 09:16:37  Err: 测试运行------9:16:37
Time: 09:16:42  Err: 测试运行------9:16:42
Time: 09:16:47  Err: 测试运行------9:16:47
Time: 09:16:52  Err: 测试运行------9:16:52
Time: 09:16:57  Err: 测试运行------9:16:57
Time: 09:17:02  Err: 测试运行------9:17:02
Time: 09:17:07  Err: 测试运行------9:17:07
Time: 09:17:12  Err: 测试运行------9:17:12
Time: 09:17:17  Err: 测试运行------9:17:17
Time: 09:17:22  Err: 测试运行------9:17:22
Time: 09:17:27  Err: 测试运行------9:17:27
Time: 09:17:32  Err: 测试运行------9:17:32
Time: 09:17:37  Err: 测试运行------9:17:37
Time: 09:17:42  Err: 测试运行------9:17:42
Time: 09:17:47  Err: 测试运行------9:17:47
Time: 09:17:52  Err: 测试运行------9:17:52
Time: 09:17:57  Err: 测试运行------9:17:57
Time: 09:18:02  Err: 测试运行------9:18:02
Time: 09:18:07  Err: 测试运行------9:18:07
Time: 09:18:12  Err: 测试运行------9:18:12
Time: 09:18:17  Err: 测试运行------9:18:17
Time: 09:18:22  Err: 测试运行------9:18:22
Time: 09:18:27  Err: 测试运行------9:18:27
Time: 09:18:32  Err: 测试运行------9:18:32
Time: 09:18:37  Err: 测试运行------9:18:37
Time: 09:18:42  Err: 测试运行------9:18:42
Time: 09:18:47  Err: 测试运行------9:18:47
Time: 09:18:52  Err: 测试运行------9:18:52
Time: 09:18:57  Err: 测试运行------9:18:57
Time: 09:19:02  Err: 测试运行------9:19:02
Time: 09:19:07  Err: 测试运行------9:19:07
Time: 09:19:12  Err: 测试运行------9:19:12
Time: 09:19:17  Err: 测试运行------9:19:17
Time: 09:19:22  Err: 测试运行------9:19:22
Time: 09:19:27  Err: 测试运行------9:19:27
Time: 09:19:32  Err: 测试运行------9:19:32
Time: 09:19:37  Err: 测试运行------9:19:37
Time: 09:19:42  Err: 测试运行------9:19:42
Time: 09:19:47  Err: 测试运行------9:19:47
Time: 09:19:52  Err: 测试运行------9:19:52
Time: 09:19:57  Err: 测试运行------9:19:57
Time: 09:20:02  Err: 测试运行------9:20:02
Time: 09:20:07  Err: 测试运行------9:20:07
Time: 09:20:12  Err: 测试运行------9:20:12
Time: 09:20:17  Err: 测试运行------9:20:17
Time: 09:20:22  Err: 测试运行------9:20:22
Time: 09:20:27  Err: 测试运行------9:20:27
Time: 09:20:32  Err: 测试运行------9:20:32
Time: 09:20:37  Err: 测试运行------9:20:37
Time: 09:20:42  Err: 测试运行------9:20:42
Time: 09:20:47  Err: 测试运行------9:20:47
Time: 09:20:52  Err: 测试运行------9:20:52
Time: 09:20:57  Err: 测试运行------9:20:57
Time: 09:21:02  Err: 测试运行------9:21:02
Time: 09:21:07  Err: 测试运行------9:21:07
Time: 09:21:12  Err: 测试运行------9:21:12
Time: 09:21:17  Err: 测试运行------9:21:17
Time: 09:21:22  Err: 测试运行------9:21:22
Time: 09:21:27  Err: 测试运行------9:21:27
Time: 09:21:32  Err: 测试运行------9:21:32
Time: 09:21:37  Err: 测试运行------9:21:37
Time: 09:21:42  Err: 测试运行------9:21:42
Time: 09:21:47  Err: 测试运行------9:21:47
Time: 09:21:52  Err: 测试运行------9:21:52
Time: 09:21:57  Err: 测试运行------9:21:57
Time: 09:22:02  Err: 测试运行------9:22:02
Time: 09:22:07  Err: 测试运行------9:22:07
Time: 09:22:12  Err: 测试运行------9:22:12
Time: 09:22:17  Err: 测试运行------9:22:17
Time: 09:22:22  Err: 测试运行------9:22:22
Time: 09:22:27  Err: 测试运行------9:22:27
Time: 09:22:32  Err: 测试运行------9:22:32
Time: 09:22:37  Err: 测试运行------9:22:37
Time: 09:22:42  Err: 测试运行------9:22:42
Time: 09:22:47  Err: 测试运行------9:22:47
Time: 09:22:52  Err: 测试运行------9:22:52
Time: 09:22:57  Err: 测试运行------9:22:57
Time: 09:23:02  Err: 测试运行------9:23:02
Time: 09:23:07  Err: 测试运行------9:23:07
Time: 09:23:12  Err: 测试运行------9:23:12
Time: 09:23:17  Err: 测试运行------9:23:17
Time: 09:23:22  Err: 测试运行------9:23:22
Time: 09:23:27  Err: 测试运行------9:23:27
Time: 09:23:32  Err: 测试运行------9:23:32
Time: 09:23:37  Err: 测试运行------9:23:37
Time: 09:23:42  Err: 测试运行------9:23:42
Time: 09:23:47  Err: 测试运行------9:23:47
Time: 09:23:52  Err: 测试运行------9:23:52
Time: 09:23:57  Err: 测试运行------9:23:57
Time: 09:24:02  Err: 测试运行------9:24:02
Time: 09:24:07  Err: 测试运行------9:24:07
Time: 09:24:12  Err: 测试运行------9:24:12
Time: 09:24:17  Err: 测试运行------9:24:17
Time: 09:24:22  Err: 测试运行------9:24:22
Time: 09:24:27  Err: 测试运行------9:24:27
Time: 09:24:32  Err: 测试运行------9:24:32
Time: 09:24:37  Err: 测试运行------9:24:37
Time: 09:24:42  Err: 测试运行------9:24:42
Time: 09:24:47  Err: 测试运行------9:24:47
Time: 09:24:52  Err: 测试运行------9:24:52
Time: 09:24:57  Err: 测试运行------9:24:57
Time: 09:25:02  Err: 测试运行------9:25:02
Time: 09:25:07  Err: 测试运行------9:25:07
Time: 09:25:12  Err: 测试运行------9:25:12
Time: 09:25:17  Err: 测试运行------9:25:17
Time: 09:25:22  Err: 测试运行------9:25:22
Time: 09:25:27  Err: 测试运行------9:25:27
Time: 09:25:32  Err: 测试运行------9:25:32
Time: 09:25:37  Err: 测试运行------9:25:37
Time: 09:25:42  Err: 测试运行------9:25:42
Time: 09:25:47  Err: 测试运行------9:25:47
Time: 09:25:52  Err: 测试运行------9:25:52
Time: 09:25:57  Err: 测试运行------9:25:57
Time: 09:26:02  Err: 测试运行------9:26:02
Time: 09:26:07  Err: 测试运行------9:26:07
Time: 09:26:12  Err: 测试运行------9:26:12
Time: 09:26:17  Err: 测试运行------9:26:17
Time: 09:26:22  Err: 测试运行------9:26:22
Time: 09:26:27  Err: 测试运行------9:26:27
Time: 09:26:32  Err: 测试运行------9:26:32
Time: 09:26:37  Err: 测试运行------9:26:37
Time: 09:26:42  Err: 测试运行------9:26:42
Time: 09:26:47  Err: 测试运行------9:26:47
Time: 09:26:52  Err: 测试运行------9:26:52
Time: 09:26:57  Err: 测试运行------9:26:57
Time: 09:27:02  Err: 测试运行------9:27:02
Time: 09:27:07  Err: 测试运行------9:27:07
Time: 09:27:12  Err: 测试运行------9:27:12
Time: 09:27:17  Err: 测试运行------9:27:17
Time: 09:27:22  Err: 测试运行------9:27:22
Time: 09:27:27  Err: 测试运行------9:27:27
Time: 09:27:32  Err: 测试运行------9:27:32
Time: 09:27:37  Err: 测试运行------9:27:37
Time: 09:27:42  Err: 测试运行------9:27:42
Time: 09:27:47  Err: 测试运行------9:27:47
Time: 09:27:52  Err: 测试运行------9:27:52
Time: 09:27:57  Err: 测试运行------9:27:57
Time: 09:28:02  Err: 测试运行------9:28:02
Time: 09:28:07  Err: 测试运行------9:28:07
Time: 09:28:12  Err: 测试运行------9:28:12
Time: 09:28:17  Err: 测试运行------9:28:17
Time: 09:28:22  Err: 测试运行------9:28:22
Time: 09:28:27  Err: 测试运行------9:28:27
Time: 09:28:32  Err: 测试运行------9:28:32
Time: 09:28:37  Err: 测试运行------9:28:37
Time: 09:28:42  Err: 测试运行------9:28:42
Time: 09:28:47  Err: 测试运行------9:28:47
Time: 09:28:52  Err: 测试运行------9:28:52
Time: 09:28:57  Err: 测试运行------9:28:57
Time: 09:29:02  Err: 测试运行------9:29:02
Time: 09:29:07  Err: 测试运行------9:29:07
Time: 09:29:12  Err: 测试运行------9:29:12
Time: 09:29:17  Err: 测试运行------9:29:17
Time: 09:29:22  Err: 测试运行------9:29:22
Time: 09:29:27  Err: 测试运行------9:29:27
Time: 09:29:32  Err: 测试运行------9:29:32
Time: 09:29:37  Err: 测试运行------9:29:37
Time: 09:29:42  Err: 测试运行------9:29:42
Time: 09:29:47  Err: 测试运行------9:29:47
Time: 09:29:52  Err: 测试运行------9:29:52
Time: 09:29:57  Err: 测试运行------9:29:57
Time: 09:30:02  Err: 测试运行------9:30:02
Time: 09:30:07  Err: 测试运行------9:30:07
Time: 09:30:12  Err: 测试运行------9:30:12
Time: 09:30:17  Err: 测试运行------9:30:17
Time: 09:30:22  Err: 测试运行------9:30:22
Time: 09:30:27  Err: 测试运行------9:30:27
Time: 09:30:32  Err: 测试运行------9:30:32
Time: 09:30:37  Err: 测试运行------9:30:37
Time: 09:30:42  Err: 测试运行------9:30:42
Time: 09:30:47  Err: 测试运行------9:30:47
Time: 09:30:52  Err: 测试运行------9:30:52
Time: 09:30:57  Err: 测试运行------9:30:57
Time: 09:31:02  Err: 测试运行------9:31:02
Time: 09:31:07  Err: 测试运行------9:31:07
Time: 09:31:12  Err: 测试运行------9:31:12
Time: 09:31:17  Err: 测试运行------9:31:17
Time: 09:31:22  Err: 测试运行------9:31:22
Time: 09:31:27  Err: 测试运行------9:31:27
Time: 09:31:32  Err: 测试运行------9:31:32
Time: 09:31:37  Err: 测试运行------9:31:37
Time: 09:31:42  Err: 测试运行------9:31:42
Time: 09:31:47  Err: 测试运行------9:31:47
Time: 09:31:52  Err: 测试运行------9:31:52
Time: 09:31:57  Err: 测试运行------9:31:57
Time: 09:32:02  Err: 测试运行------9:32:02
Time: 09:32:07  Err: 测试运行------9:32:07
Time: 09:32:12  Err: 测试运行------9:32:12
Time: 09:32:17  Err: 测试运行------9:32:17
Time: 09:32:22  Err: 测试运行------9:32:22
Time: 09:32:27  Err: 测试运行------9:32:27
Time: 09:32:32  Err: 测试运行------9:32:32
Time: 09:32:37  Err: 测试运行------9:32:37
Time: 09:32:42  Err: 测试运行------9:32:42
Time: 09:32:47  Err: 测试运行------9:32:47
Time: 09:32:52  Err: 测试运行------9:32:52
Time: 09:32:57  Err: 测试运行------9:32:57
Time: 09:33:02  Err: 测试运行------9:33:02
Time: 09:33:07  Err: 测试运行------9:33:07
Time: 09:33:12  Err: 测试运行------9:33:12
Time: 09:33:17  Err: 测试运行------9:33:17
Time: 09:33:22  Err: 测试运行------9:33:22
Time: 09:33:27  Err: 测试运行------9:33:27
Time: 09:33:32  Err: 测试运行------9:33:32
Time: 09:33:37  Err: 测试运行------9:33:37
Time: 09:33:42  Err: 测试运行------9:33:42
Time: 09:33:47  Err: 测试运行------9:33:47
Time: 09:33:52  Err: 测试运行------9:33:52
Time: 09:33:57  Err: 测试运行------9:33:57
Time: 09:34:02  Err: 测试运行------9:34:02
Time: 09:34:07  Err: 测试运行------9:34:07
Time: 09:34:12  Err: 测试运行------9:34:12
Time: 09:34:17  Err: 测试运行------9:34:17
Time: 09:34:22  Err: 测试运行------9:34:22
Time: 09:34:27  Err: 测试运行------9:34:27
Time: 09:34:32  Err: 测试运行------9:34:32
Time: 09:34:37  Err: 测试运行------9:34:37
Time: 09:34:42  Err: 测试运行------9:34:42
Time: 09:34:47  Err: 测试运行------9:34:47
Time: 09:34:52  Err: 测试运行------9:34:52
Time: 09:34:57  Err: 测试运行------9:34:57
Time: 09:35:02  Err: 测试运行------9:35:02
Time: 09:35:07  Err: 测试运行------9:35:07
Time: 09:35:12  Err: 测试运行------9:35:12
Time: 09:35:17  Err: 测试运行------9:35:17
Time: 09:35:22  Err: 测试运行------9:35:22
Time: 09:35:27  Err: 测试运行------9:35:27
Time: 09:35:32  Err: 测试运行------9:35:32
Time: 09:35:37  Err: 测试运行------9:35:37
Time: 09:35:42  Err: 测试运行------9:35:42
Time: 09:35:47  Err: 测试运行------9:35:47
Time: 09:35:52  Err: 测试运行------9:35:52
Time: 09:35:57  Err: 测试运行------9:35:57
Time: 09:36:02  Err: 测试运行------9:36:02
Time: 09:36:07  Err: 测试运行------9:36:07
Time: 09:36:12  Err: 测试运行------9:36:12
Time: 09:36:17  Err: 测试运行------9:36:17
Time: 09:36:22  Err: 测试运行------9:36:22
Time: 09:36:27  Err: 测试运行------9:36:27
Time: 09:36:32  Err: 测试运行------9:36:32
Time: 09:36:37  Err: 测试运行------9:36:37
Time: 09:36:42  Err: 测试运行------9:36:42
Time: 09:36:47  Err: 测试运行------9:36:47
Time: 09:36:52  Err: 测试运行------9:36:52
Time: 09:36:57  Err: 测试运行------9:36:57
Time: 09:37:02  Err: 测试运行------9:37:02
Time: 09:37:07  Err: 测试运行------9:37:07
Time: 09:37:13  Err: 测试运行------9:37:13
Time: 09:37:18  Err: 测试运行------9:37:18
Time: 09:37:23  Err: 测试运行------9:37:23
Time: 09:37:28  Err: 测试运行------9:37:28
Time: 09:37:33  Err: 测试运行------9:37:33
Time: 09:37:38  Err: 测试运行------9:37:38
Time: 09:37:43  Err: 测试运行------9:37:43
Time: 09:37:48  Err: 测试运行------9:37:48
Time: 09:37:53  Err: 测试运行------9:37:53
Time: 09:37:58  Err: 测试运行------9:37:58
Time: 09:38:03  Err: 测试运行------9:38:03
Time: 09:38:08  Err: 测试运行------9:38:08
Time: 09:38:13  Err: 测试运行------9:38:13
Time: 09:38:18  Err: 测试运行------9:38:18
Time: 09:38:23  Err: 测试运行------9:38:23
Time: 09:38:28  Err: 测试运行------9:38:28
Time: 09:38:33  Err: 测试运行------9:38:33
Time: 09:38:38  Err: 测试运行------9:38:38
Time: 09:38:43  Err: 测试运行------9:38:43
Time: 09:38:48  Err: 测试运行------9:38:48
Time: 09:38:53  Err: 测试运行------9:38:53
Time: 09:38:58  Err: 测试运行------9:38:58
Time: 09:39:03  Err: 测试运行------9:39:03
Time: 09:39:08  Err: 测试运行------9:39:08
Time: 09:39:13  Err: 测试运行------9:39:13
Time: 09:39:18  Err: 测试运行------9:39:18
Time: 09:39:23  Err: 测试运行------9:39:23
Time: 09:39:28  Err: 测试运行------9:39:28
Time: 09:39:33  Err: 测试运行------9:39:33
Time: 09:39:38  Err: 测试运行------9:39:38
Time: 09:39:43  Err: 测试运行------9:39:43
Time: 09:39:48  Err: 测试运行------9:39:48
Time: 09:39:53  Err: 测试运行------9:39:53
Time: 09:39:58  Err: 测试运行------9:39:58
Time: 09:40:03  Err: 测试运行------9:40:03
Time: 09:40:08  Err: 测试运行------9:40:08
Time: 09:40:13  Err: 测试运行------9:40:13
Time: 09:40:18  Err: 测试运行------9:40:18
Time: 09:40:23  Err: 测试运行------9:40:23
Time: 09:40:28  Err: 测试运行------9:40:28
Time: 09:40:33  Err: 测试运行------9:40:33
Time: 09:40:38  Err: 测试运行------9:40:38
Time: 09:40:43  Err: 测试运行------9:40:43
Time: 09:40:48  Err: 测试运行------9:40:48
Time: 09:40:53  Err: 测试运行------9:40:53
Time: 09:40:58  Err: 测试运行------9:40:58
Time: 09:41:03  Err: 测试运行------9:41:03
Time: 09:41:08  Err: 测试运行------9:41:08
Time: 09:41:13  Err: 测试运行------9:41:13
Time: 09:41:18  Err: 测试运行------9:41:18
Time: 09:41:23  Err: 测试运行------9:41:23
Time: 09:41:28  Err: 测试运行------9:41:28
Time: 09:41:33  Err: 测试运行------9:41:33
Time: 09:41:38  Err: 测试运行------9:41:38
Time: 09:41:43  Err: 测试运行------9:41:43
Time: 09:41:48  Err: 测试运行------9:41:48
Time: 09:41:53  Err: 测试运行------9:41:53
Time: 09:41:58  Err: 测试运行------9:41:58
Time: 09:42:03  Err: 测试运行------9:42:03
Time: 09:42:08  Err: 测试运行------9:42:08
Time: 09:42:13  Err: 测试运行------9:42:13
Time: 09:42:18  Err: 测试运行------9:42:18
Time: 09:42:23  Err: 测试运行------9:42:23
